tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	weight	location	site
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		lt	7.5	68.6	3	3	0	43.8	2.5	523	423	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-5
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		hdt	270.3	-9.8	3	8	100	0.0	12.2	953	933	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-5
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		lt	329.2	-3.6	3	3	100	43.8	2.5	523	423	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-5
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		hct	276.0	-11.5	3	15	100	5.7	5.2	913	723	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-5
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		hdt	244.8	45.0	3	8	0	0.0	12.2	953	933	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-5
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		hct	250.5	49.4	3	15	0	5.7	5.2	913	723	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-5
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		lt	186.4	51.8	3	3	-1	43.8	2.5	523	423	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-5
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		hdt	86.1	48.9	3	8	-1	0.0	12.2	953	933	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-5
PF18-5a		PF18-5																	This study			0.01169	Potato River Falls	PF18-5
PF18-5a	PF18-5a_LP-DIR-T	PF18-5		hct	94.5	51.1	3	15	-1	5.7	5.2	913	723	K		hargrave 2021-06-10 13:31:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-5
PF18-60a		PF18-60																	This study			0.014119999999999999	Potato River Falls	PF18-60
PF18-60a	PF18-60a_LP-DIR-T	PF18-60		mt	191.2	26.5	1	7	-1	2.5	7.5	863	793	K		hargrave 2021-06-08 09:10:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-60
PF18-60a	PF18-60a_LP-DIR-T	PF18-60		mt	242.0	57.5	1	7	0	2.5	7.5	863	793	K		hargrave 2021-06-08 09:10:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-60
PF18-60a	PF18-60a_LP-DIR-T	PF18-60		mt	281.2	-3.4	1	7	100	2.5	7.5	863	793	K		hargrave 2021-06-08 09:10:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-60
PF18-61a	PF18-61a_LP-DIR-T	PF18-61		mt	281.8	-0.7	1	5	100	3.8	5.9	863	823	K		hargrave 2021-06-08 09:12:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-61
PF18-61a		PF18-61																	This study			0.011359999999999999	Potato River Falls	PF18-61
PF18-61a	PF18-61a_LP-DIR-T	PF18-61		mt	187.9	32.4	1	5	-1	3.8	5.9	863	823	K		hargrave 2021-06-08 09:12:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-61
PF18-61a	PF18-61a_LP-DIR-T	PF18-61		mt	237.6	59.0	1	5	0	3.8	5.9	863	823	K		hargrave 2021-06-08 09:12:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-61
PF18-62a		PF18-62																	This study			0.00735	Potato River Falls	PF18-62
PF18-62a	PF18-62a_LP-DIR-T	PF18-62		mt	174.6	35.8	2	6	-1	1.0	5.2	863	808	K		hargrave 2021-06-08 09:13:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-62
PF18-62a	PF18-62a_LP-DIR-T	PF18-62		hdt	227.6	68.5	2	17	0	0.0	9.8	965	903	K		hargrave 2021-06-08 09:13:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-62
PF18-62a	PF18-62a_LP-DIR-T	PF18-62		mt	216.4	68.5	2	6	0	1.0	5.2	863	808	K		hargrave 2021-06-08 09:13:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-62
PF18-62a	PF18-62a_LP-DIR-T	PF18-62		hdt	290.1	5.8	2	17	100	0.0	9.8	965	903	K		hargrave 2021-06-08 09:13:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-62
PF18-62a	PF18-62a_LP-DIR-T	PF18-62		mt	289.7	9.9	2	6	100	1.0	5.2	863	808	K		hargrave 2021-06-08 09:13:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-62
PF18-62a	PF18-62a_LP-DIR-T	PF18-62		hdt	179.6	35.5	2	17	-1	0.0	9.8	965	903	K		hargrave 2021-06-08 09:13:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-62
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		lt	196.2	44.3	3	3	-1	21.4	0.6	473	373	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-63
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		hdt	178.8	12.8	3	16	-1	0.0	10.5	965	913	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-63
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		mt	188.3	13.5	3	6	-1	7.3	11.0	863	808	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-63
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		lt	6.4	68.3	3	3	0	21.4	0.6	473	373	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-63
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		hdt	214.4	75.8	3	16	0	0.0	10.5	965	913	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-63
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		lt	329.1	-4.1	3	3	100	21.4	0.6	473	373	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-63
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		mt	250.8	74.4	3	6	0	7.3	11.0	863	808	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-63
PF18-63a		PF18-63																	This study			0.013369999999999998	Potato River Falls	PF18-63
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		mt	298.0	0.8	3	6	100	7.3	11.0	863	808	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-63
PF18-63a	PF18-63a_LP-DIR-T	PF18-63		hdt	297.1	10.1	3	16	100	0.0	10.5	965	913	K		hargrave 2021-06-08 09:15:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-63
PF18-64a		PF18-64																	This study			0.01339	Potato River Falls	PF18-64
PF18-64a	PF18-64a_LP-DIR-T	PF18-64		mt	288.0	-4.9	1	5	100	5.9	13.8	853	808	K		hargrave 2021-06-08 09:16:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-64
PF18-64a	PF18-64a_LP-DIR-T	PF18-64		mt	250.5	62.9	1	5	0	5.9	13.8	853	808	K		hargrave 2021-06-08 09:16:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-64
PF18-64a	PF18-64a_LP-DIR-T	PF18-64		mt	196.8	28.0	1	5	-1	5.9	13.8	853	808	K		hargrave 2021-06-08 09:16:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-64
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		lt	320.2	3.4	3	4	100	28.0	0.8	523	373	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-65
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		hdt	279.9	-0.9	3	14	100	0.0	6.3	965	933	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-65
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		mt	280.1	-0.1	3	5	100	5.3	7.6	863	823	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-65
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		lt	11.1	79.9	3	4	0	28.0	0.8	523	373	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-65
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		hdt	236.7	57.1	3	14	0	0.0	6.3	965	933	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-65
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		mt	235.4	57.6	3	5	0	5.3	7.6	863	823	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-65
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		lt	172.7	56.5	3	4	-1	28.0	0.8	523	373	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-65
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		hdt	59.8	76.4	3	14	-1	0.0	6.3	965	933	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-65
PF18-65b	PF18-65b_LP-DIR-T	PF18-65		mt	58.7	77.2	3	5	-1	5.3	7.6	863	823	K		hargrave 2021-06-08 09:18:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-65
PF18-65b		PF18-65																	This study			0.01084	Potato River Falls	PF18-65
PF18-66a	PF18-66a_LP-DIR-T	PF18-66		hdt	179.4	26.0	2	14	-1	0.0	3.1	965	933	K		hargrave 2021-06-08 09:20:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-66
PF18-66a	PF18-66a_LP-DIR-T	PF18-66		mt	286.2	-5.2	2	10	100	3.3	3.3	863	688	K		hargrave 2021-06-08 09:20:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-66
PF18-66a	PF18-66a_LP-DIR-T	PF18-66		hdt	283.3	-1.9	2	14	100	0.0	3.1	965	933	K		hargrave 2021-06-08 09:20:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-66
PF18-66a		PF18-66																	This study			0.005220000000000001	Potato River Falls	PF18-66
PF18-66a	PF18-66a_LP-DIR-T	PF18-66		mt	249.3	61.3	2	10	0	3.3	3.3	863	688	K		hargrave 2021-06-08 09:20:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-66
PF18-66a	PF18-66a_LP-DIR-T	PF18-66		mt	184.1	27.4	2	10	-1	3.3	3.3	863	688	K		hargrave 2021-06-08 09:20:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-66
PF18-66a	PF18-66a_LP-DIR-T	PF18-66		hdt	240.7	60.0	2	14	0	0.0	3.1	965	933	K		hargrave 2021-06-08 09:20:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-66
PF18-67a		PF18-67																	This study			0.01017	Potato River Falls	PF18-67
PF18-68a	PF18-68a_LP-DIR-T	PF18-68		mt	280.4	-1.9	1	6	100	0.8	7.3	863	808	K		hargrave 2021-06-08 09:23:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-68
PF18-68a	PF18-68a_LP-DIR-T	PF18-68		mt	238.9	57.3	1	6	0	0.8	7.3	863	808	K		hargrave 2021-06-08 09:23:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-68
PF18-68a	PF18-68a_LP-DIR-T	PF18-68		mt	192.9	21.8	1	6	-1	0.8	7.3	863	808	K		hargrave 2021-06-08 09:23:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-68
PF18-68a		PF18-68																	This study			0.0101	Potato River Falls	PF18-68
PF18-69a	PF18-69a_LP-DIR-T	PF18-69		lt	354.0	73.0	1	4	0	21.3	0.8	523	373	K		hargrave 2021-06-08 09:25:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-69
PF18-69a	PF18-69a_LP-DIR-T	PF18-69		lt	194.1	63.2	1	4	-1	21.3	0.8	523	373	K		hargrave 2021-06-08 09:25:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-69
PF18-69a	PF18-69a_LP-DIR-T	PF18-69		lt	323.0	-4.0	1	4	100	21.3	0.8	523	373	K		hargrave 2021-06-08 09:25:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-69
PF18-69a		PF18-69																	This study			0.011859999999999999	Potato River Falls	PF18-69
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		hct	279.4	-10.5	3	18	100	8.0	3.4	923	648	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-6
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		hdt	277.1	9.9	3	6	100	0.0	4.1	955	945	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-6
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		lt	324.8	-6.3	3	3	100	39.9	5.9	523	423	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-6
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		lt	7.9	75.0	3	3	-1	39.9	5.9	523	423	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-6
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		hct	251.8	52.7	3	18	0	8.0	3.4	923	648	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-6
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		hdt	216.5	56.0	3	6	0	0.0	4.1	955	945	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-6
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		hct	257.8	51.9	3	18	-1	8.0	3.4	923	648	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-6
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		lt	353.6	70.1	3	3	0	39.9	5.9	523	423	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-6
PF18-6b	PF18-6b_LP-DIR-T	PF18-6		hdt	223.9	52.6	3	6	-1	0.0	4.1	955	945	K		hargrave 2021-06-10 13:32:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-6
PF18-6b		PF18-6																	This study			0.01438	Potato River Falls	PF18-6
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		hdt	264.6	0.7	3	18	100	0.0	10.6	965	893	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-70
PF18-70a		PF18-70																	This study			0.0137	Potato River Falls	PF18-70
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		hdt	202.1	10.9	3	18	-1	0.0	10.6	965	893	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-70
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		lt	195.2	69.4	3	3	-1	14.8	2.1	423	323	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-70
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		mht	217.1	31.9	3	11	-1	10.1	7.9	893	773	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-70
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		hdt	228.5	42.6	3	18	0	0.0	10.6	965	893	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-70
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		lt	358.8	74.0	3	3	0	14.8	2.1	423	323	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-70
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		mht	262.2	55.2	3	11	0	10.1	7.9	893	773	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-70
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		lt	323.2	-2.3	3	3	100	14.8	2.1	423	323	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-70
PF18-70a	PF18-70a_LP-DIR-T	PF18-70		mht	285.0	-14.2	3	11	100	10.1	7.9	893	773	K		hargrave 2021-06-08 09:27:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-70
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		lt	209.1	67.9	3	4	-1	33.8	4.6	473	323	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-71
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		hdt	184.9	10.8	3	12	-1	0.0	1.6	968	945	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-71
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		mht	196.4	25.2	3	18	-1	13.4	9.9	903	598	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-71
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		lt	6.7	73.7	3	4	0	33.8	4.6	473	323	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-71
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		hdt	234.0	42.6	3	12	0	0.0	1.6	968	945	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-71
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		mht	254.1	55.2	3	18	0	13.4	9.9	903	598	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-71
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		lt	324.8	-0.8	3	4	100	33.8	4.6	473	323	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-71
PF18-71d		PF18-71																	This study			0.00615	Potato River Falls	PF18-71
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		hdt	265.5	-3.2	3	12	100	0.0	1.6	968	945	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-71
PF18-71d	PF18-71d_LP-DIR-T	PF18-71		mht	282.2	-10.4	3	18	100	13.4	9.9	903	598	K		hargrave 2021-06-11 09:49:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-71
PF18-72a	PF18-72a_LP-DIR-T	PF18-72		hct	268.5	-15.4	1	17	100	3.1	2.3	913	648	K		hargrave 2021-06-11 09:51:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-72
PF18-72a	PF18-72a_LP-DIR-T	PF18-72		hct	59.9	72.0	1	17	-1	3.1	2.3	913	648	K		hargrave 2021-06-11 09:51:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-72
PF18-72a	PF18-72a_LP-DIR-T	PF18-72		hct	249.3	43.6	1	17	0	3.1	2.3	913	648	K		hargrave 2021-06-11 09:51:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-72
PF18-72a		PF18-72																	This study			0.01273	Potato River Falls	PF18-72
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		lt	354.9	67.5	3	3	0	57.4	5.1	423	323	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-73
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		hct	277.5	-9.6	3	6	100	29.7	6.3	723	573	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-73
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		lt	325.0	-7.6	3	3	100	57.4	5.1	423	323	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-73
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		hdt	270.6	29.0	3	13	100	0.0	1.4	968	941	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-73
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		hdt	183.6	48.4	3	13	0	0.0	1.4	968	941	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-73
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		hct	111.0	82.6	3	6	-1	29.7	6.3	723	573	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-73
PF18-73b		PF18-73																	This study			0.00972	Potato River Falls	PF18-73
